# Dataplane.org - for operators, by operators
# sipinvitation
# 2026-09-09 05:00 - 2026-09-16 05:00
#
# The sipinvitation report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the sipinvitation report in whole or
# in part without the express permission of Dataplane.org is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  This is not a block list.  Deriving
# malicious or benign intent for an individual entry in the face of
# NATs, address spoofing, and certain types of Internet activity
# (e.g., surveying research) can be difficult.  The report is provided
# on an as-is basis with no expressed warranty or guarantee of accuracy.
# Use of this data is at your own risk.  If you have questions about
# this report do not hesitate to contact us.
#
# Entries below are records of source IP addresses that have been
# identified as sending SIP INVITE operations.
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text sipinvitation will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
4134         |  CHINANET-BACKBONE - No.31,Jin-  |  110.185.163.138  |  2026-09-12 13:06:53  |  sipinvitation
16276        |  OVH OVH SAS                     |  94.23.5.138      |  2026-09-14 00:19:49  |  sipinvitation
19318        |  IS-AS-1 - Interserver, Inc      |  162.35.184.180   |  2026-09-12 20:30:11  |  sipinvitation
19624        |  SERVERROOM - Data Room, Inc     |  162.244.82.71    |  2026-09-10 17:57:45  |  sipinvitation
20001        |  TWC-20001-PACWEST - Charter Co  |  45.59.193.154    |  2026-09-10 21:29:49  |  sipinvitation
20860        |  IOMART-AS IOMART CLOUD SERVICE  |  31.58.214.24     |  2026-09-11 23:30:47  |  sipinvitation
23470        |  RELIABLESITE - ReliableSite.Ne  |  104.238.205.27   |  2026-09-15 22:02:36  |  sipinvitation
23470        |  RELIABLESITE - ReliableSite.Ne  |  172.110.223.17   |  2026-09-13 17:16:47  |  sipinvitation
23470        |  RELIABLESITE - ReliableSite.Ne  |  172.110.223.179  |  2026-09-16 05:00:00  |  sipinvitation
23470        |  RELIABLESITE - ReliableSite.Ne  |  172.110.223.243  |  2026-09-15 20:53:54  |  sipinvitation
23470        |  RELIABLESITE - ReliableSite.Ne  |  172.110.223.79   |  2026-09-14 12:01:07  |  sipinvitation
23470        |  RELIABLESITE - ReliableSite.Ne  |  172.110.223.84   |  2026-09-15 08:09:52  |  sipinvitation
23470        |  RELIABLESITE - ReliableSite.Ne  |  172.110.223.87   |  2026-09-11 03:27:22  |  sipinvitation
23470        |  RELIABLESITE - ReliableSite.Ne  |  185.243.5.193    |  2026-09-12 03:06:43  |  sipinvitation
23470        |  RELIABLESITE - ReliableSite.Ne  |  185.243.5.92     |  2026-09-15 23:15:08  |  sipinvitation
24961        |  MYLOC-AS WIIT AG                |  193.111.198.244  |  2026-09-11 08:34:10  |  sipinvitation
24961        |  MYLOC-AS WIIT AG                |  78.31.67.24      |  2026-09-14 09:18:52  |  sipinvitation
24961        |  MYLOC-AS WIIT AG                |  78.31.67.253     |  2026-09-09 07:11:56  |  sipinvitation
24961        |  MYLOC-AS WIIT AG                |  89.163.144.61    |  2026-09-14 09:04:09  |  sipinvitation
24961        |  MYLOC-AS WIIT AG                |  89.163.146.129   |  2026-09-15 22:42:48  |  sipinvitation
24961        |  MYLOC-AS WIIT AG                |  89.163.146.192   |  2026-09-15 22:45:29  |  sipinvitation
24961        |  MYLOC-AS WIIT AG                |  89.163.221.237   |  2026-09-10 08:00:19  |  sipinvitation
24961        |  MYLOC-AS WIIT AG                |  89.163.242.127   |  2026-09-15 23:23:16  |  sipinvitation
24961        |  MYLOC-AS WIIT AG                |  89.163.242.141   |  2026-09-15 23:23:04  |  sipinvitation
24961        |  MYLOC-AS WIIT AG                |  89.163.242.192   |  2026-09-15 23:23:28  |  sipinvitation
26666        |  INTERSERVER-LAX - Interserver,  |  162.35.169.73    |  2026-09-14 23:28:16  |  sipinvitation
29802        |  HVC-AS - HIVELOCITY, Inc.       |  107.155.68.98    |  2026-09-14 15:26:32  |  sipinvitation
29802        |  HVC-AS - HIVELOCITY, Inc.       |  209.240.111.185  |  2026-09-14 17:32:06  |  sipinvitation
29802        |  HVC-AS - HIVELOCITY, Inc.       |  66.165.247.30    |  2026-09-13 22:49:06  |  sipinvitation
29802        |  HVC-AS - HIVELOCITY, Inc.       |  74.50.113.81     |  2026-09-15 07:17:40  |  sipinvitation
29802        |  HVC-AS - HIVELOCITY, Inc.       |  74.50.97.90      |  2026-09-13 01:04:32  |  sipinvitation
29802        |  HVC-AS - HIVELOCITY, Inc.       |  74.50.98.193     |  2026-09-09 11:50:25  |  sipinvitation
32475        |  SINGLEHOP-LLC - Internap Holdi  |  108.178.17.26    |  2026-09-15 07:01:23  |  sipinvitation
32475        |  SINGLEHOP-LLC - Internap Holdi  |  162.217.103.70   |  2026-09-15 20:02:14  |  sipinvitation
36352        |  AS-COLOCROSSING - HostPapa      |  107.175.233.24   |  2026-09-14 19:45:06  |  sipinvitation
47890        |  UNMANAGED-DEDICATED-SERVERS UN  |  45.148.9.11      |  2026-09-12 03:24:06  |  sipinvitation
49870        |  AS49870-BV Alsycon B.V.         |  160.119.76.127   |  2026-09-15 16:47:50  |  sipinvitation
49870        |  AS49870-BV Alsycon B.V.         |  160.119.76.145   |  2026-09-13 18:43:06  |  sipinvitation
49870        |  AS49870-BV Alsycon B.V.         |  160.119.76.146   |  2026-09-16 01:30:35  |  sipinvitation
49870        |  AS49870-BV Alsycon B.V.         |  160.119.76.148   |  2026-09-13 23:12:54  |  sipinvitation
49981        |  WorldStream WorldStream B.V.    |  185.4.114.25     |  2026-09-16 04:56:18  |  sipinvitation
49981        |  WorldStream WorldStream B.V.    |  185.4.114.37     |  2026-09-15 12:57:22  |  sipinvitation
51852        |  PLI-AS Private Layer INC        |  46.19.138.10     |  2026-09-14 16:50:53  |  sipinvitation
60068        |  CDN77 Datacamp Limited          |  89.222.120.174   |  2026-09-14 16:46:39  |  sipinvitation
61254        |  ESTOXY-OU ESTOXY OU             |  37.49.228.100    |  2026-09-15 18:01:13  |  sipinvitation
62005        |  BV-EU-AS BlueVPS OU             |  91.210.108.152   |  2026-09-15 17:23:40  |  sipinvitation
136258       |  ONEPROVIDER-AS - BrainStorm Ne  |  64.31.63.11      |  2026-09-09 09:59:39  |  sipinvitation
140293       |  CHINATELECOM-JIANGSU-CHANGZHOU  |  61.160.195.235   |  2026-09-11 06:43:41  |  sipinvitation
142430       |  DIGIVPS-AS-AP - DIGI VPS        |  103.168.67.32    |  2026-09-10 04:03:10  |  sipinvitation
150303       |  SOLORDP-AS-AP - SoloRDP         |  103.215.74.150   |  2026-09-15 19:25:50  |  sipinvitation
150670       |  WLXLIMITED-AS-AP - WLX Limited  |  82.25.46.60      |  2026-09-09 16:06:54  |  sipinvitation
202796       |  JSR-IT-BV JSR IT B.V.           |  185.18.236.145   |  2026-09-14 20:53:59  |  sipinvitation
210464       |  AVSISP ANDREW KRISTULI          |  217.60.96.104    |  2026-09-13 18:05:34  |  sipinvitation
212027       |  PebbleHost PebbleHost Ltd       |  194.164.96.186   |  2026-09-14 05:02:06  |  sipinvitation
212027       |  PebbleHost PebbleHost Ltd       |  81.16.177.162    |  2026-09-14 05:53:29  |  sipinvitation
262663       |  AS262663 - METROFLEX TELECOMUN  |  187.62.234.12    |  2026-09-14 23:49:01  |  sipinvitation
265210       |  AS265210 - OSCAR M DE CARVALHO  |  167.250.226.29   |  2026-09-13 10:38:56  |  sipinvitation
265436       |  AS265436 - SkyNet Telecomunica  |  168.195.171.243  |  2026-09-09 13:14:11  |  sipinvitation
266157       |  AS266157 - WD Produtos e Servi  |  45.6.116.122     |  2026-09-14 16:15:50  |  sipinvitation
#
# Statistics
#        ASNs: 37
#   Addresses: 88
